gene_id,gene_name,PT916-MYO,PT886-LEIO,PT967-MYO,PT886-MYO,PT916-LEIO,PT1063-LEIO,PT1063-MYO,PT848-MYO,PT967-LEIO,PT848-LEIO
ENSG00000253086,RNU6-537P,0,0,0,0,0,0,0,0,0,0
ENSG00000171819,ANGPTL7,13,1,8,8,0,2,9,1,0,0
ENSG00000207451,RNU6-291P,0,0,0,0,0,0,0,0,0,0
ENSG00000238173,RPL39P6,0,0,1,0,0,0,0,0,0,0
ENSG00000120942,UBIAD1,134,129,242,108,120,140,212,186,211,165
ENSG00000238199,UBE2V2P3,0,0,0,0,0,0,0,0,0,0
ENSG00000284646,ENSG00000284646,0,0,0,0,0,0,0,0,0,0
ENSG00000224338,MTCYBP45,0,0,0,0,0,0,0,0,0,0
ENSG00000204624,DISP3,2,5,2,2,3,2,0,3,9,5
ENSG00000235643,LINC01647,0,0,0,0,0,0,0,0,0,0
ENSG00000284708,ENSG00000284708,0,0,0,0,0,0,0,1,1,0
ENSG00000116661,FBXO2,3,2,8,0,6,9,7,6,9,2
ENSG00000132879,FBXO44,93,110,165,73,127,132,158,116,122,118
ENSG00000116663,FBXO6,20,23,48,23,16,22,37,35,49,30
ENSG00000116670,MAD2L2,77,96,93,60,83,73,107,100,143,114
ENSG00000162490,DRAXIN,3,9,1,1,4,6,2,7,8,7
ENSG00000177674,AGTRAP,122,56,150,72,89,75,202,120,96,83
ENSG00000215910,C1orf167,10,3,7,7,4,4,12,4,3,2
ENSG00000177553,C1orf167-AS1,0,0,0,0,0,0,0,0,1,0
ENSG00000177000,MTHFR,579,279,525,507,340,270,631,400,250,321
ENSG00000011021,CLCN6,459,392,532,379,485,393,515,438,357,505
ENSG00000242349,,11,16,5,9,15,10,7,10,4,11
ENSG00000276470,ENSG00000276470,0,0,0,0,0,0,0,0,0,0
ENSG00000278852,ENSG00000278852,0,0,0,0,0,0,0,0,0,0
ENSG00000175206,NPPA,0,2,2,0,0,0,1,0,1,2
ENSG00000275915,ENSG00000275915,0,0,0,0,0,0,0,0,0,0
ENSG00000120937,NPPB,0,0,0,0,0,0,0,1,0,0
ENSG00000224904,SBF1P2,1,0,1,0,0,0,0,0,0,0
ENSG00000199347,RNU5E-1,41,25,72,2,21,26,55,35,13,14
ENSG00000201801,RNU5E-4P,7,5,2,0,4,1,6,4,1,2
ENSG00000116685,KIAA2013,310,316,470,322,273,222,517,383,381,331
ENSG00000083444,PLOD1,920,1273,809,1140,934,1129,1792,1868,1737,1780
ENSG00000116688,MFN2,1039,850,1753,844,922,648,1412,1238,1068,1001
ENSG00000270914,ENSG00000270914,0,0,0,0,0,0,0,0,0,0
ENSG00000116691,MIIP,141,154,139,131,135,122,215,201,215,203
ENSG00000202461,Y_RNA,0,0,0,0,1,0,0,0,0,0
ENSG00000276869,MIR6729,0,0,0,0,0,0,0,0,0,0
ENSG00000243539,RN7SL649P,0,0,1,0,0,0,0,0,0,0
ENSG00000120949,TNFRSF8,55,5,52,48,4,4,45,78,41,10
ENSG00000201135,RNU6-777P,0,0,0,0,0,0,0,0,0,0
ENSG00000227875,RPL23AP89,0,0,0,0,0,0,0,0,0,0
ENSG00000283789,MIR7846,0,0,0,0,0,0,0,0,0,0
ENSG00000028137,TNFRSF1B,315,153,536,245,155,141,452,389,378,158
ENSG00000263676,MIR4632,0,0,1,0,0,0,1,0,2,0
ENSG00000225196,RPL10P17,0,0,0,0,0,0,0,0,0,0
ENSG00000252969,SNORA70,0,0,0,0,0,0,0,0,0,0
ENSG00000048707,VPS13D,3197,2661,4344,2296,2653,2173,3379,3624,2591,2768
ENSG00000239149,SNORA59A,4,10,7,4,5,2,2,5,1,4
ENSG00000229484,LINC02766,2,1,3,0,1,5,0,0,0,3
ENSG00000162496,DHRS3,561,148,676,303,252,289,557,636,656,591
ENSG00000221340,RNU6ATAC18P,2,0,2,2,1,0,2,3,0,9
ENSG00000276830,MIR6730,1,0,0,1,1,0,0,0,4,0
ENSG00000272482,,11,5,10,4,3,4,10,11,12,13
ENSG00000204518,AADACL4,0,0,2,1,0,3,2,0,2,0
ENSG00000226166,ENSG00000226166,0,0,0,0,0,0,0,0,0,0
ENSG00000188984,AADACL3,0,0,0,0,0,0,0,0,0,0
ENSG00000157330,CFAP107,0,0,0,0,0,0,0,0,0,0
ENSG00000116726,PRAMEF12,0,0,0,0,0,0,0,0,0,0
ENSG00000116721,PRAMEF1,0,0,0,0,0,0,0,0,0,0
ENSG00000228338,LINC01784,0,0,0,0,0,0,0,0,0,0
ENSG00000239810,PRAMEF11,0,0,0,0,0,0,0,0,0,0
ENSG00000231103,PRAMEF30P,0,0,0,0,0,0,0,0,0,0
ENSG00000179172,HNRNPCL1,0,0,0,0,0,0,0,1,0,0
ENSG00000120952,PRAMEF2,0,0,0,0,0,0,0,0,0,0
ENSG00000243073,PRAMEF4,0,0,0,0,0,0,0,0,0,0
ENSG00000187545,PRAMEF10,0,0,0,0,0,0,0,0,0,0
ENSG00000204510,PRAMEF7,0,0,0,0,0,0,0,0,0,0
ENSG00000207434,RNU6-1072P,0,0,0,0,0,0,0,0,0,0
ENSG00000234064,PRAMEF29P,0,0,0,0,0,0,0,0,0,0
ENSG00000232423,PRAMEF6,0,0,0,0,0,0,0,0,0,0
ENSG00000274178,PRAMEF28P,0,0,0,0,0,0,0,0,0,0
ENSG00000274764,PRAMEF27,0,0,0,0,0,0,0,0,0,0
ENSG00000277058,HNRNPCL3,0,0,0,0,0,0,0,0,0,0
ENSG00000229571,PRAMEF25,0,0,0,0,0,0,0,0,0,0
ENSG00000277862,PRAMEF34P,0,0,0,0,0,0,0,0,0,0
ENSG00000236179,PRAMEF35P,0,0,0,0,0,0,0,0,0,0
ENSG00000275774,HNRNPCL2,0,1,0,0,1,0,0,0,0,1
ENSG00000229978,PRAMEF36P,0,0,0,0,0,0,0,0,0,0
ENSG00000233336,ENSG00000233336,0,0,0,0,0,0,0,0,0,0
ENSG00000280267,PRAMEF26,0,0,0,0,0,0,0,0,0,0
ENSG00000179412,HNRNPCL4,0,0,0,0,0,0,0,0,0,0
ENSG00000204505,PRAMEF9,0,0,0,0,0,0,0,0,0,0
ENSG00000279169,PRAMEF13,0,0,0,0,0,0,0,0,0,0
ENSG00000279804,PRAMEF18,0,0,0,0,0,0,0,0,0,0
ENSG00000250894,PRAMEF31P,0,0,0,0,0,0,0,0,0,0
ENSG00000270601,PRAMEF5,0,0,0,0,0,0,0,0,0,0
ENSG00000231219,PRAMEF32P,0,0,0,0,0,0,0,0,0,0
ENSG00000207511,RNU6-771P,0,0,0,0,0,0,0,0,0,0
ENSG00000182330,PRAMEF8,0,0,0,0,0,0,0,0,0,0
ENSG00000237700,PRAMEF33,0,0,0,0,0,0,0,0,0,0
ENSG00000204501,PRAMEF15,0,0,0,0,0,0,0,0,0,0
ENSG00000228229,ENSG00000228229,0,0,0,0,0,0,0,0,0,0
ENSG00000204481,PRAMEF14,0,0,0,0,0,0,0,0,0,0
ENSG00000204480,PRAMEF19,0,0,0,0,0,0,0,0,0,0
ENSG00000204479,PRAMEF17,0,0,0,0,0,0,0,0,0,0
ENSG00000204478,PRAMEF20,0,0,0,0,0,0,0,0,0,0
ENSG00000162494,LRRC38,5,1,1,1,0,0,5,0,0,1
ENSG00000259961,ENSG00000259961,0,0,0,0,0,0,0,0,0,0
ENSG00000215909,BRWD1P1,0,0,1,0,0,0,0,0,0,0
ENSG00000162493,PDPN,222,92,496,170,85,271,613,455,358,179
ENSG00000222952,RNA5SP41,1,0,0,0,0,0,0,0,0,0
ENSG00000237445,ENSG00000237445,0,0,0,0,0,0,0,0,0,0
ENSG00000253085,ENSG00000253085,0,0,0,0,0,0,0,0,0,0
ENSG00000116731,PRDM2,1410,2034,1883,1098,1257,1201,1746,1428,1425,1460
ENSG00000189337,KAZN,241,239,221,110,102,115,143,173,66,91
ENSG00000252151,RNU6-1265P,0,0,0,0,0,0,0,0,0,0
ENSG00000231606,ENSG00000231606,0,0,0,0,0,1,0,0,0,0
ENSG00000234593,KAZN-AS1,0,0,0,0,0,0,0,0,0,0
ENSG00000235829,TBCAP2,0,0,0,0,0,0,0,0,0,0
ENSG00000175147,TMEM51-AS1,13,3,29,16,8,8,19,21,10,13
ENSG00000171729,TMEM51,55,31,53,32,35,32,90,90,108,58
ENSG00000204464,TMEM51-AS2,1,0,0,0,0,0,0,2,0,0
ENSG00000215720,MFFP1,0,0,0,0,0,0,0,0,0,0
ENSG00000278480,ZBTB2P1,0,0,0,1,0,0,0,0,0,0
ENSG00000142621,FHAD1,5,77,9,2,25,20,8,37,39,49
ENSG00000233485,FHAD1-AS1,2,9,5,2,9,4,12,5,1,11
ENSG00000236045,ENSG00000236045,1,0,0,0,3,1,0,0,0,5
ENSG00000228140,EFHD2-AS1,2,1,3,1,0,0,3,2,1,3
ENSG00000142634,EFHD2,390,300,600,276,252,202,393,448,489,488
ENSG00000162438,CTRC,5,1,4,0,0,1,0,0,3,2
ENSG00000142615,CELA2A,0,1,0,0,0,0,0,0,0,0
ENSG00000215704,CELA2B,0,0,1,1,0,0,0,0,0,0
ENSG00000132906,CASP9,160,116,243,148,147,122,192,150,140,132
ENSG00000116138,DNAJC16,421,424,465,330,421,416,763,511,442,447
ENSG00000251866,SCARNA21B,2,1,3,1,4,2,1,3,1,0
ENSG00000272510,ENSG00000272510,0,1,1,0,0,1,1,2,0,0
ENSG00000116771,AGMAT,5,7,0,4,9,7,14,6,15,6
ENSG00000237301,ENSG00000237301,1,3,2,5,3,4,4,0,2,7
ENSG00000235084,CHCHD2P6,3,3,1,1,1,4,7,4,6,8
ENSG00000252417,RNU7-179P,0,0,0,0,0,0,0,0,0,0
ENSG00000236500,CD24P1,0,0,0,0,0,0,1,1,0,0
ENSG00000197312,DDI2,901,705,1318,418,1110,677,1318,1089,719,789
ENSG00000215695,RSC1A1,0,0,0,0,0,0,0,0,0,0
ENSG00000271742,ENSG00000271742,0,1,0,1,0,0,0,0,0,0
ENSG00000116786,PLEKHM2,768,710,968,665,682,651,1065,846,841,809
ENSG00000237938,ENSG00000237938,4,0,0,8,2,1,1,3,1,2
ENSG00000162461,SLC25A34,17,37,26,28,33,50,40,34,25,51
ENSG00000224459,SLC25A34-AS1,4,0,0,0,5,2,3,1,0,4
ENSG00000162460,TMEM82,0,0,0,1,0,0,0,0,0,0
ENSG00000162458,FBLIM1,1401,1389,1485,1625,1461,1125,1776,1644,2390,1518
ENSG00000224321,RPL12P14,0,0,0,0,1,1,0,1,0,0
ENSG00000233954,UQCRHL,14,13,24,7,22,23,17,18,21,20
ENSG00000178715,ENSG00000178715,2,5,4,3,0,8,19,6,14,6
ENSG00000179743,SPEN-AS1,25,30,54,38,35,48,76,49,50,46
ENSG00000065526,SPEN,2143,1705,2694,1667,1573,1356,3018,2079,2072,1966
ENSG00000270620,ENSG00000270620,0,0,0,0,0,0,0,0,0,1
ENSG00000116809,ZBTB17,217,172,288,208,208,203,302,264,318,262
ENSG00000234607,ENSG00000234607,0,0,0,0,1,0,0,0,0,0
ENSG00000231353,ENSG00000231353,0,0,0,0,0,0,0,0,0,0
ENSG00000275503,ENSG00000275503,0,0,0,0,0,0,0,0,0,0
ENSG00000224966,TBC1D3P6,0,0,0,0,0,0,0,0,0,0
ENSG00000183888,SRARP,1,1,1,2,2,0,0,0,0,1
ENSG00000233078,ENSG00000233078,0,0,0,0,0,0,0,0,0,0
ENSG00000173641,HSPB7,1686,2083,963,1600,916,1269,1667,954,1300,1634
ENSG00000186510,CLCNKA,3,14,4,13,5,9,4,18,5,9
ENSG00000232456,FAM131C2P,1,0,0,1,1,0,0,0,0,0
ENSG00000184908,CLCNKB,4,9,5,11,3,6,10,12,1,5
ENSG00000185519,FAM131C,1,2,3,2,6,1,5,3,3,6
ENSG00000142627,EPHA2,241,160,266,181,176,99,505,243,335,298
ENSG00000227959,EPHA2-AS1,3,1,4,4,3,2,2,7,4,2
ENSG00000224621,,2,2,3,3,0,2,4,3,1,0
ENSG00000234166,,1,0,0,1,0,0,0,0,0,0
ENSG00000142632,ARHGEF19,81,50,77,57,53,47,77,74,124,84
ENSG00000237276,ANO7L1,5,9,17,9,14,11,9,10,16,6
ENSG00000132881,CPLANE2,30,28,92,36,36,45,87,42,56,40
ENSG00000233929,MT1XP1,6,1,3,0,1,0,1,4,1,0
ENSG00000037637,FBXO42,741,645,867,663,532,471,804,553,529,547
ENSG00000055070,SZRD1,966,904,1390,852,781,883,1476,1242,1432,1256
ENSG00000226457,RPL22P3,2,0,0,1,0,0,0,0,0,0
ENSG00000187144,SPATA21,3,1,4,13,2,6,14,6,5,4
ENSG00000157191,NECAP2,310,278,389,192,275,223,416,377,531,302
ENSG00000226029,LINC01772,25,11,18,8,20,13,20,19,11,27
ENSG00000080947,CROCCP3,248,288,217,227,388,295,327,352,237,397
ENSG00000206652,RNU1-1,9,8,3,8,7,2,13,10,1,4
ENSG00000261135,,0,0,0,0,0,0,0,0,1,0
ENSG00000224174,ENSG00000224174,0,2,0,0,0,0,1,1,0,0
ENSG00000233421,LINC01783,0,0,1,0,0,0,0,1,0,0
ENSG00000277344,RNU1-6P,0,0,0,0,0,0,0,0,0,0
ENSG00000268991,,0,0,0,0,0,0,0,0,0,0
ENSG00000225710,PDE4DIPP8,0,0,0,0,0,0,0,0,0,0
ENSG00000219481,NBPF1,261,310,273,205,361,418,500,475,488,570
ENSG00000271732,ENSG00000271732,0,0,1,0,0,0,0,2,0,1
ENSG00000215908,CROCCP2,247,325,237,336,351,538,618,259,372,308
ENSG00000283773,ENSG00000283773,0,0,0,0,0,0,0,0,0,0
ENSG00000186301,MST1P2,5,7,8,3,8,25,14,7,8,8
ENSG00000282143,ENSG00000282143,0,0,0,0,0,0,0,0,0,0
ENSG00000207513,RNU1-3,0,0,0,0,0,0,0,0,0,0
ENSG00000237847,,0,0,0,0,0,0,0,0,0,0
ENSG00000280114,ENSG00000280114,0,0,0,0,0,0,0,1,0,1
ENSG00000236698,EIF1AXP1,3,7,10,2,4,5,5,3,6,5
ENSG00000268869,ESPNP,0,0,0,0,0,0,2,3,1,0
ENSG00000279151,ENSG00000279151,0,0,0,0,0,1,0,0,0,0
ENSG00000279132,,0,0,0,0,0,0,0,0,0,0
ENSG00000282740,ENSG00000282740,0,0,0,0,0,0,0,0,0,0
ENSG00000058453,CROCC,398,618,441,450,425,442,512,472,583,606
ENSG00000227684,CROCCP4,0,0,0,0,0,0,0,0,0,0
ENSG00000207389,RNU1-4,0,0,2,1,2,1,0,1,0,0
ENSG00000186715,MST1L,0,1,1,3,2,15,9,3,0,1
ENSG00000223643,ENSG00000223643,0,0,0,0,0,0,0,0,0,0
ENSG00000230239,PDE4DIPP9,0,0,0,0,0,0,0,0,0,0
ENSG00000263811,MIR3675,0,0,0,0,0,0,0,0,0,0
ENSG00000228549,LINC03126,1,0,3,2,0,0,0,0,1,1
ENSG00000277234,RNU1-5P,0,0,0,0,0,0,0,0,0,0
ENSG00000238142,ENSG00000238142,15,39,31,22,36,9,33,26,57,29
ENSG00000235241,ENSG00000235241,0,1,0,1,0,1,0,1,1,1
ENSG00000207005,RNU1-2,10,14,10,14,6,11,22,13,3,5
ENSG00000272426,ENSG00000272426,1,4,6,1,0,1,6,12,2,3
ENSG00000117122,MFAP2,130,305,113,51,269,570,262,303,1068,461
ENSG00000226526,ENSG00000226526,3,2,4,1,2,6,8,5,5,6
ENSG00000159363,ATP13A2,210,166,208,203,223,155,257,244,293,249
ENSG00000117118,SDHB,299,252,358,157,248,247,413,269,363,279
ENSG00000117115,PADI2,96,17,61,71,40,33,64,180,36,56
ENSG00000204362,LINC02783,0,0,0,0,0,0,0,0,0,0
ENSG00000282843,ENSG00000282843,0,0,0,0,0,0,0,0,0,0
ENSG00000142623,PADI1,0,0,0,0,1,0,0,0,0,0
ENSG00000142619,PADI3,0,0,0,0,0,0,1,0,0,0
ENSG00000266634,MIR3972,0,0,0,0,0,0,0,0,0,0
ENSG00000159339,PADI4,1,0,1,0,0,0,2,0,0,0
ENSG00000276747,PADI6,0,0,0,0,0,0,0,0,0,0
ENSG00000227751,RCC2-AS1,0,0,1,2,1,1,2,2,3,0
ENSG00000179051,RCC2,377,544,628,262,631,647,658,841,1086,827
ENSG00000074964,ARHGEF10L,479,483,487,414,437,302,479,431,395,566
ENSG00000236648,LINC02810,0,0,0,0,0,0,0,0,0,0
ENSG00000117148,ACTL8,0,0,0,0,0,0,0,0,0,0
ENSG00000284653,ENSG00000284653,0,0,0,0,0,0,0,0,0,0
ENSG00000261781,LINC01654,0,0,0,0,0,0,0,0,0,0
ENSG00000117154,IGSF21,8,37,15,14,39,40,27,36,130,55
ENSG00000280222,ENSG00000280222,14,29,18,21,46,32,37,50,33,71
ENSG00000230035,IGSF21-AS1,0,0,0,0,0,0,0,0,0,0
ENSG00000225387,ENSG00000225387,0,0,0,0,0,0,0,0,0,0
ENSG00000179023,KLHDC7A,0,0,0,1,0,0,1,0,0,0
ENSG00000235282,DYNLL1P3,0,0,0,0,0,0,0,0,0,0
ENSG00000225478,ENSG00000225478,0,0,0,0,0,0,0,0,0,0
ENSG00000009709,PAX7,0,0,0,0,0,0,0,0,0,0
ENSG00000179002,TAS1R2,0,0,0,0,0,0,0,0,0,0
ENSG00000255275,,1,0,0,0,0,0,0,0,0,0
ENSG00000159423,ALDH4A1,69,48,94,69,70,68,138,75,73,94
ENSG00000265606,MIR4695,0,0,0,0,0,0,0,0,0,0
ENSG00000221662,MIR1290,0,0,0,1,0,0,0,1,0,0
ENSG00000169991,IFFO2,388,334,322,223,210,187,542,265,323,390
ENSG00000272084,ENSG00000272084,30,17,22,20,19,14,18,19,8,28
ENSG00000127481,UBR4,6231,6197,9837,6508,6665,5381,6533,7119,6024,6022
ENSG00000230424,EMC1-AS1,9,7,12,13,12,10,15,10,4,17
ENSG00000127463,EMC1,621,519,676,461,490,456,949,803,682,636
ENSG00000053372,MRTO4,135,135,207,106,120,164,198,228,283,217
ENSG00000211454,AKR7L,3,8,4,5,6,23,13,3,9,15
ENSG00000162482,AKR7A3,16,9,11,5,11,68,48,2,20,10
ENSG00000270728,ENSG00000270728,0,0,0,0,0,0,0,0,0,0
ENSG00000053371,AKR7A2,209,230,290,131,273,273,320,323,549,415
ENSG00000200403,RNU6-1099P,3,2,0,2,0,10,12,1,8,3
ENSG00000040487,SLC66A1,70,66,86,63,80,77,105,94,141,117
ENSG00000077549,CAPZB,1773,2525,1972,1435,1872,2168,2743,2295,4584,2886
ENSG00000240490,RN7SL277P,3,11,8,5,9,4,4,6,17,6
ENSG00000201609,RNU4-28P,0,0,0,0,0,0,0,0,0,3
ENSG00000235185,MICOS10-DT,1,1,0,0,0,0,2,0,0,1
ENSG00000173436,MICOS10,228,171,199,113,169,227,263,253,319,323
ENSG00000270136,MICOS10-NBL1,0,0,1,0,0,0,0,0,0,0
ENSG00000226396,ENSG00000226396,29,11,14,15,11,17,14,18,20,19
ENSG00000158747,NBL1,402,529,445,361,490,672,728,789,2527,1445
ENSG00000158748,HTR6,0,2,2,0,1,4,4,4,7,3
ENSG00000162542,TMCO4,244,192,308,275,245,226,355,209,319,233
ENSG00000178828,RNF186,0,0,0,0,0,0,0,0,0,0
ENSG00000235434,RNF186-AS1,0,0,0,0,0,0,0,0,0,0
ENSG00000169914,OTUD3,415,292,517,209,411,335,455,300,357,423
ENSG00000188784,PLA2G2E,0,0,0,0,0,0,0,0,0,0
ENSG00000242688,RN7SL304P,0,0,0,0,0,0,0,0,0,0
ENSG00000188257,PLA2G2A,6,7,1,2,5,2,0,42,9,2
ENSG00000127472,PLA2G5,41,22,13,6,28,9,12,15,6,10
ENSG00000117215,PLA2G2D,0,1,1,1,0,0,0,0,0,0
ENSG00000158786,PLA2G2F,0,0,0,0,0,0,0,0,0,0
ENSG00000227066,ENSG00000227066,0,0,0,0,0,0,0,0,0,1
ENSG00000187980,PLA2G2C,1,0,1,8,0,4,7,1,0,0
ENSG00000225986,,16,0,7,7,0,9,13,3,2,0
ENSG00000162543,UBXN10,61,3,111,55,2,50,146,79,8,7
ENSG00000228105,LINC01757,0,0,0,0,0,0,0,0,0,0
ENSG00000284710,ENSG00000284710,0,0,0,0,0,0,0,0,0,0
ENSG00000158816,VWA5B1,0,0,1,0,0,0,0,0,0,0
ENSG00000226664,ENSG00000226664,0,0,0,0,0,0,0,0,0,0
ENSG00000236963,LINC01141,3,1,2,0,1,1,3,8,1,3
ENSG00000226487,ENSG00000226487,0,0,0,0,0,0,0,1,1,1
ENSG00000284641,ENSG00000284641,0,0,0,0,0,0,0,0,0,0
ENSG00000284743,ENSG00000284743,0,0,0,0,0,0,0,0,0,0
ENSG00000162545,CAMK2N1,369,254,514,249,293,368,525,499,483,486
ENSG00000090432,MUL1,195,180,352,174,177,172,282,296,298,258
ENSG00000215520,RPS4XP4,0,0,0,0,0,0,0,0,0,1
ENSG00000183114,FAM43B,53,24,25,30,29,15,31,39,36,35
ENSG00000158825,CDA,35,46,71,43,24,12,64,34,38,22
ENSG00000158828,PINK1,861,555,1330,761,545,529,1153,840,731,656
ENSG00000284005,MIR6084,0,0,0,0,0,0,0,0,0,0
ENSG00000117242,PINK1-AS,115,141,187,107,131,145,219,211,196,191
ENSG00000244038,DDOST,929,1183,1071,970,745,951,1652,1484,1495,1230
ENSG00000117245,KIF17,51,23,61,51,15,8,47,43,16,27
ENSG00000235432,ENSG00000235432,1,0,2,2,0,0,0,2,0,2
ENSG00000189410,SH2D5,3,1,9,1,2,1,6,4,5,7
ENSG00000233069,ENSG00000233069,0,0,0,0,0,0,0,2,0,0
ENSG00000127483,HP1BP3,2331,2148,3354,1325,2399,2409,3405,2574,2527,2224
ENSG00000075151,EIF4G3,1750,1614,2231,1260,1660,1415,2056,2245,1812,1749
ENSG00000251914,RNU7-200P,0,0,0,0,0,0,0,0,0,0
ENSG00000221808,MIR1256,4,7,3,2,5,6,3,9,1,7
ENSG00000233072,RPS15AP6,16,15,13,8,10,25,11,24,8,20
ENSG00000236073,ENSG00000236073,5,10,11,4,6,6,3,7,7,4
ENSG00000235112,HSPE1P27,0,0,0,0,1,0,0,0,0,0
ENSG00000117298,ECE1,1418,872,1927,1264,716,601,1937,1668,813,728
ENSG00000236936,ENSG00000236936,0,0,0,0,0,0,1,1,0,0
ENSG00000231105,ECE1-AS1,2,2,3,6,2,8,5,6,1,1
ENSG00000236216,PPP1R11P1,0,0,0,0,0,0,0,0,0,0
ENSG00000228823,PDE4DIPP10,0,0,0,0,0,0,0,0,0,0
ENSG00000236009,ENSG00000236009,0,0,0,0,0,0,0,0,0,0
ENSG00000227001,NBPF2P,3,3,0,0,1,0,5,1,1,1
ENSG00000187952,HS6ST1P1,7,5,5,1,4,3,6,7,4,4
ENSG00000186543,CROCCP5,0,0,0,1,0,0,0,0,0,0
ENSG00000142794,NBPF3,74,125,96,50,113,143,169,83,133,101
ENSG00000176378,PFN1P10,0,0,0,0,0,0,0,0,0,0
ENSG00000162551,ALPL,36,120,187,61,46,41,27,66,1086,113
ENSG00000233431,LINC02596,0,0,1,1,2,1,0,0,1,0
ENSG00000076864,RAP1GAP,6,68,5,5,24,27,4,10,116,18
ENSG00000090686,USP48,843,994,1138,407,820,815,1087,1081,934,1037
ENSG00000231978,ENSG00000231978,0,0,0,0,0,0,0,0,0,0
ENSG00000187942,LDLRAD2,95,267,60,302,117,121,243,166,119,170
ENSG00000142798,HSPG2,31902,69770,20134,41961,34559,28294,42958,29723,31923,38209
ENSG00000232037,RPL21P29,0,1,0,0,1,1,1,0,1,1
ENSG00000283234,ENSG00000283234,0,0,0,0,0,0,0,0,0,0
ENSG00000219073,CELA3B,0,0,0,0,0,0,0,0,0,0
ENSG00000273610,RN7SL386P,0,1,0,1,1,0,0,0,3,1
ENSG00000201919,RNU6-1022P,0,0,0,0,0,0,0,0,0,0
ENSG00000142789,CELA3A,0,0,0,0,0,0,0,0,0,0
ENSG00000278124,RN7SL186P,0,0,0,0,0,0,0,0,0,0
ENSG00000201273,RNU6-776P,0,0,0,0,0,0,0,0,0,0
ENSG00000228397,LINC01635,0,0,0,0,0,1,0,3,1,0
ENSG00000218510,LINC00339,54,64,120,44,51,107,183,84,75,64
ENSG00000070831,CDC42,2049,2082,2244,908,1500,1831,2681,2238,2799,1983
ENSG00000230068,CDC42-IT1,21,19,17,5,11,18,19,15,10,11
ENSG00000271428,MPHOSPH6P1,0,0,0,0,0,0,0,0,0,0
ENSG00000271840,,25,15,16,15,16,13,10,3,7,18
ENSG00000162552,WNT4,13,28,55,27,88,68,22,64,813,116
ENSG00000266564,MIR4418,0,0,0,0,0,0,0,0,0,0
ENSG00000234397,PPIAP34,0,0,0,0,0,0,0,0,0,0
ENSG00000279625,ENSG00000279625,0,0,0,0,0,0,0,0,0,0
ENSG00000184677,ZBTB40,641,554,700,539,664,568,890,796,763,695
ENSG00000237200,ZBTB40-IT1,6,5,8,6,9,5,10,6,6,7
ENSG00000070886,EPHA8,0,0,0,0,0,0,0,0,0,1
ENSG00000276835,MIR6127,0,0,0,0,0,0,0,0,0,0
ENSG00000173372,C1QA,370,406,247,129,450,317,430,522,1543,409
ENSG00000159189,C1QC,316,335,273,127,422,328,427,614,2232,467
ENSG00000173369,C1QB,294,355,233,83,453,312,319,531,2467,530
ENSG00000133216,EPHB2,133,189,17,38,101,162,68,266,513,365
ENSG00000265422,MIR4684,0,0,0,0,1,0,0,0,1,0
ENSG00000225952,ENSG00000225952,0,0,0,0,0,0,0,0,0,0
ENSG00000264014,MIR4253,0,0,0,0,0,0,0,0,1,0
ENSG00000215906,LACTBL1,0,0,0,0,0,0,0,0,0,0
ENSG00000227868,TEX46,0,1,1,2,1,0,0,1,0,0
ENSG00000004487,KDM1A,621,721,950,400,793,898,1063,828,1109,968
ENSG00000240553,ENSG00000240553,0,0,0,2,0,0,1,1,0,0
ENSG00000263793,MIR3115,0,1,1,1,1,1,0,0,0,0
ENSG00000266802,ENSG00000266802,0,0,1,0,0,0,0,0,0,0
ENSG00000169641,LUZP1,1069,841,1121,781,799,615,1533,1334,940,939
ENSG00000229010,ENSG00000229010,0,0,2,0,0,1,1,0,1,0
ENSG00000206935,RNU6-514P,0,0,0,0,0,0,0,0,0,0
ENSG00000252578,RNU6-135P,0,0,0,0,0,0,0,0,0,0
ENSG00000179546,HTR1D,1,0,0,0,0,0,0,0,0,1
ENSG00000215381,RPL29P6,0,0,0,0,1,0,0,0,0,0
ENSG00000261326,LINC01355,169,305,224,73,300,312,189,213,226,387
ENSG00000284726,ENSG00000284726,0,0,0,0,0,0,0,1,0,0
ENSG00000125944,HNRNPR,1497,1988,2010,777,1618,1753,2199,2179,2051,2214
ENSG00000125945,ZNF436,403,374,471,208,381,323,450,526,540,552
ENSG00000249087,ZNF436-AS1,18,37,35,30,43,52,32,23,23,38
ENSG00000201405,Y_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000271420,ENSG00000271420,3,1,1,1,7,0,3,1,2,3
ENSG00000204219,TCEA3,150,94,148,68,202,146,211,113,99,149
ENSG00000232482,ENSG00000232482,0,0,0,0,0,0,0,0,0,0
ENSG00000088280,ASAP3,330,302,376,302,239,338,396,486,432,504
ENSG00000007968,E2F2,6,3,1,1,4,8,1,20,5,5
ENSG00000235052,ENSG00000235052,1,1,0,0,0,1,0,1,0,0
ENSG00000117318,ID3,1007,176,470,183,199,207,481,499,283,333
ENSG00000197880,MDS2,0,0,0,1,2,0,4,4,0,0
ENSG00000229239,EEF1A1P48,0,0,0,0,0,0,0,0,0,0
ENSG00000142676,RPL11,3307,2629,4384,1690,2573,4115,5201,3716,4732,3537
ENSG00000011007,ELOA,560,368,709,341,400,363,683,567,538,537
ENSG00000236810,ELOA-AS1,23,30,42,35,44,42,38,31,33,34
